state_name,district_name,market_center_name,Variety,group_name,Arrival,MIN,MAX,MODAL,date_arrival
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3600,3580,17-Nov-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3560,3580,3580,16-Nov-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3580,3560,13-Nov-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3580,3600,3580,10-Nov-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3600,3580,09-Nov-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3580,3600,3580,08-Nov-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3600,3640,3620,07-Nov-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3580,3600,3580,06-Nov-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3600,3620,3600,05-Nov-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3600,3580,04-Nov-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3600,3560,03-Nov-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3600,3630,3600,02-Nov-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3560,3580,3560,01-Nov-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3580,3560,31-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3580,3560,30-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3580,3600,3600,29-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3580,3600,3600,28-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3580,3600,3600,27-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3560,3600,3580,26-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3600,3620,3600,25-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3600,3620,3600,24-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3600,3630,3600,20-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3600,3620,3600,19-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3600,3630,3600,18-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3580,3600,3600,16-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3600,3580,13-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3560,3600,3560,12-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3560,3580,3560,11-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3580,3580,10-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3600,3580,09-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3600,3580,06-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3560,3600,3580,05-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3600,3630,3600,04-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3580,3600,3580,03-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3580,3600,3600,02-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3560,3600,3580,01-Oct-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3600,3630,3600,29-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3550,3560,3560,28-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3560,3600,3580,27-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3600,3580,26-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3580,3600,3580,25-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3600,3620,3600,24-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3580,3620,3600,23-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3600,3620,3600,22-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3580,3600,3580,21-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3580,3600,3580,20-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3560,3580,3560,19-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3560,3580,3560,18-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3600,3560,17-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3600,3580,15-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3560,3600,3580,14-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3580,3600,3600,12-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3560,3600,3560,11-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3560,3600,3560,10-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3560,3600,3580,09-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,13,3560,3600,3580,06-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3580,3620,3600,05-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3660,3680,3660,01-Sep-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3680,3700,3700,31-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3680,3700,3700,30-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3680,3700,3680,29-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3650,3680,3650,28-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3680,3700,3700,27-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3675,3700,3700,26-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3680,3700,3700,25-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3680,3720,3700,24-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3640,3660,3660,23-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3600,3620,3600,18-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3630,3640,3640,17-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3640,3650,3640,16-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3650,3660,3650,14-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3640,3660,3660,11-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3640,3660,3650,10-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3660,3700,3660,09-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3540,3560,3550,08-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3540,3560,3560,07-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3500,3520,3520,05-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3350,3360,3350,04-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,13,3320,3340,3340,03-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3340,3360,3340,02-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3350,3360,3350,01-Aug-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3330,3340,3340,31-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3340,3350,3340,30-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3340,3360,3350,29-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3340,3360,3340,28-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3360,3380,3360,27-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3340,3350,3340,26-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3340,3350,3350,25-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3350,3360,3350,24-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3350,3360,3350,21-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3340,3360,3340,20-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3340,3350,3340,19-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3360,3380,3360,18-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3350,3360,3350,17-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3340,3360,3350,14-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3360,3380,3360,13-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3330,3350,3340,12-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3340,3360,3340,11-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3380,3400,3400,10-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3340,3350,3340,06-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3340,3350,3350,05-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3340,3350,3350,04-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3350,3360,3350,03-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3340,3350,3340,02-Jul-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3320,3340,3330,30-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3330,3340,3340,28-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3330,3340,3340,27-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3320,3340,3320,26-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3300,3340,3320,25-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3330,3340,3340,24-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,15,3330,3350,3340,23-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3340,3360,3350,22-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3350,3360,3350,21-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3340,3360,3350,20-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3300,3350,3340,19-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3350,3360,3360,15-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3340,3360,3350,14-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3340,3360,3340,13-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3340,3360,3340,12-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3340,3360,3340,11-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3340,3360,3350,09-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3340,3360,3350,08-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3350,3360,3350,07-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3340,3360,3350,06-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3320,3350,3350,05-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3350,3360,3350,02-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3420,3430,3430,01-Jun-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3420,3440,3430,31-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3400,3420,3400,29-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3380,3400,3380,26-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3380,3400,3380,25-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3400,3420,3420,24-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3400,3420,3420,23-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3420,3440,3420,22-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3420,3440,3420,21-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3400,3420,3420,19-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3420,3430,3430,18-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3380,3400,3400,17-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3380,3400,3400,16-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3400,3420,3400,15-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3400,3420,3400,14-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3380,3400,3380,12-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3360,3400,3380,11-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3400,3420,3400,10-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3380,3400,3380,09-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3360,3400,3380,08-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3400,3420,3420,07-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3380,3400,3400,06-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3375,3400,3400,05-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3380,3400,3380,04-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3400,3430,3400,03-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3380,3400,3400,02-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3400,3420,3420,01-May-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3400,3420,3400,30-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3400,3430,3400,28-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3400,3420,3400,27-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3400,3420,3400,26-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3220,3240,3240,25-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3230,3250,3230,24-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3220,3240,3220,23-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3230,3250,3230,22-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,4.5,1000,1200,1100,21-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3230,3250,3230,20-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3240,3250,3240,19-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3240,3250,3240,18-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3240,3250,3240,17-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3240,3260,3240,16-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3220,3230,3230,13-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3220,3240,3220,12-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3220,3240,3220,11-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3230,3250,3230,10-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3230,3250,3230,09-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3220,3240,3220,08-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3220,3240,3220,07-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3240,3260,3240,05-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3220,3240,3220,04-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3220,3240,3220,03-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3200,3230,3200,02-Apr-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3200,3220,3220,29-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3200,3220,3220,27-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3230,3200,26-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3230,3200,25-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3180,3220,3200,23-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3240,3220,22-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3200,3220,3200,21-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3100,3120,3100,20-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3230,3200,19-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3180,3200,3200,18-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3100,3140,3120,17-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3060,3100,3080,15-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3080,3120,3100,14-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3120,3140,3120,13-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3130,3140,3140,12-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3120,3140,3120,11-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,15,3100,3130,3120,09-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3100,3140,3120,08-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,15,3080,3100,3100,07-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3120,3140,3140,06-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3100,3130,3100,05-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3100,3130,3100,04-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,16,3100,3120,3120,03-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3120,3140,3120,02-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,15,3100,3140,3120,01-Mar-23
West Bengal,Puruliya,Purulia,Other,Cereals,15,3120,3140,3120,28-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3120,3140,3130,26-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3120,3140,3120,25-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3080,3100,3100,24-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3100,3130,3100,23-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,15,3100,3140,3120,22-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3120,3140,3120,19-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3120,3140,3120,18-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3120,3140,3120,17-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,15,3100,3140,3100,16-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,15,3100,3120,3100,15-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,13,3120,3140,3120,14-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3100,3140,3120,13-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3120,3140,3120,12-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3100,3120,3100,11-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3100,3120,3100,10-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3100,3130,3100,09-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3200,3230,3200,08-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3180,3200,3200,07-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3180,3200,3200,05-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3180,3200,3200,04-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3160,3180,3160,03-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3150,3160,3150,02-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3180,3200,3180,01-Feb-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3160,3200,3160,31-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3150,3160,3150,30-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3230,3200,29-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3160,3200,3160,28-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3200,3220,3200,27-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3180,3200,3200,26-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3175,3200,3175,25-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,15,3160,3200,3160,24-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3150,3200,3150,23-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3180,3200,3200,22-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3160,3200,3160,21-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,15,3160,3200,3160,20-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,15,3160,3200,3160,19-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3160,3200,3160,18-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3230,3230,17-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,8,3200,3240,3200,16-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3220,3200,15-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3180,3200,3180,14-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3180,3200,3200,13-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,15,3180,3200,3180,12-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3220,3240,3220,11-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3230,3230,10-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3200,3230,3200,09-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3240,3220,08-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3220,3220,07-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3180,3200,3200,06-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3220,3200,05-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,12,3200,3240,3220,04-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,14,3160,3200,3160,03-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3240,3200,02-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3240,3220,01-Jan-23
West Bengal,Puruliya,Purulia,Other,Cereals,13,3160,3180,3180,30-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3230,3200,29-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,16,3140,3160,3160,28-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,15,3180,3200,3180,27-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3220,3240,3220,26-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3240,3220,25-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3230,3230,24-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3240,3200,23-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3200,3220,3200,22-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,14,3180,3200,3200,21-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,14,3160,3200,3180,20-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3200,3240,3200,19-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3180,3200,3200,18-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,14,3160,3200,3180,16-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,14,3150,3200,3160,15-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3180,3200,3200,13-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,14,3160,3200,3180,12-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3240,3220,10-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3240,3200,09-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3240,3220,08-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3160,3200,3200,07-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3220,3200,06-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,15,3200,3220,3200,05-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3220,3200,04-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,15,3175,3200,3175,03-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3180,3200,3180,02-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3220,3200,01-Dec-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3230,3200,30-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3200,3240,3200,29-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,14,3180,3200,3200,28-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3250,3200,27-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3230,3200,26-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3220,3240,3220,23-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3180,3200,3200,22-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3200,3240,3200,21-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3250,3200,20-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3240,3200,19-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3200,3240,3200,17-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3220,3240,3220,15-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3200,3240,3200,14-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3200,3240,3220,13-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,15,3200,3220,3200,11-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,14,3200,3240,3200,10-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3400,3420,3400,08-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3400,3530,3400,06-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3360,3400,3400,04-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3380,3400,3380,03-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3400,3420,3400,02-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3380,3400,3400,01-Nov-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3440,3460,3450,31-Oct-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3450,3460,3450,28-Oct-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3300,3340,3300,26-Oct-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3275,3300,3275,25-Oct-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3260,3300,3300,24-Oct-22
West Bengal,Puruliya,Purulia,Other,Cereals,10,3250,3260,3250,23-Oct-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3260,3300,3260,22-Oct-22
West Bengal,Puruliya,Purulia,Other,Cereals,14,3260,3280,3280,21-Oct-22
West Bengal,Puruliya,Purulia,Other,Cereals,15,3240,3260,3240,20-Oct-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3280,3300,3300,19-Oct-22
West Bengal,Puruliya,Purulia,Other,Cereals,12,3280,3300,3300,18-Oct-22
